REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,PortAventura World,PARK,2019-04-25 10:00:00.000,2019-04-25 22:00:00.000,2019-04-26 08:41:07.000,2019-04-25
,Tivoli Gardens,PARK,2019-11-02 08:30:00.000,2019-11-02 09:30:00.000,2019-11-03 08:09:32.000,2019-11-02
,Tivoli Gardens,PARK,2022-08-12 00:00:00.000,2022-08-12 00:00:00.000,2022-08-13 07:38:52.000,2022-08-12
,Tivoli Gardens,PARK,2019-09-14 08:30:00.000,2019-09-14 09:30:00.000,2019-09-15 08:55:49.000,2019-09-14
,Tivoli Gardens,PARK,2020-02-29 08:30:00.000,2020-02-29 09:30:00.000,2020-03-01 07:34:43.000,2020-02-29
,PortAventura World,PARK,2019-02-21 10:00:00.000,2019-02-21 19:00:00.000,2019-02-22 07:35:49.000,2019-02-21
,Tivoli Gardens,PARK,2022-07-19 08:30:00.000,2022-07-19 09:30:00.000,2022-07-20 07:33:43.000,2022-07-19
,PortAventura World,PARK,2018-12-14 08:30:00.000,2018-12-14 09:30:00.000,2018-12-15 07:29:58.000,2018-12-14
,PortAventura World,PARK,2019-10-03 10:00:00.000,2019-10-03 20:00:00.000,2019-10-04 07:41:47.000,2019-10-03
,Tivoli Gardens,PARK,2018-12-21 08:30:00.000,2018-12-21 09:30:00.000,2018-12-22 07:52:19.000,2018-12-21
,Tivoli Gardens,PARK,2022-06-22 08:30:00.000,2022-06-22 09:30:00.000,2022-06-23 08:05:19.000,2022-06-22
,PortAventura World,PARK,2019-11-07 10:00:00.000,2019-11-07 19:00:00.000,2019-11-08 07:46:11.000,2019-11-07
,Tivoli Gardens,PARK,2019-07-17 08:30:00.000,2019-07-17 09:30:00.000,2019-07-18 07:40:12.000,2019-07-17
,PortAventura World,PARK,2019-05-21 10:00:00.000,2019-05-21 23:00:00.000,2019-05-22 07:41:16.000,2019-05-21
,PortAventura World,PARK,2020-01-03 09:00:00.000,2020-01-03 22:00:00.000,2020-01-04 08:10:27.000,2020-01-03
,PortAventura World,PARK,2018-04-03 10:00:00.000,2018-04-03 22:00:00.000,2018-04-04 07:58:51.000,2018-04-03
,PortAventura World,PARK,2018-09-22 00:00:00.000,2018-09-22 00:00:00.000,2018-09-23 07:32:35.000,2018-09-22
,PortAventura World,PARK,2022-04-04 09:30:00.000,2022-04-04 23:00:00.000,2022-04-05 08:54:31.000,2022-04-04
,PortAventura World,PARK,2018-10-29 08:30:00.000,2018-10-29 09:30:00.000,2018-10-30 08:31:28.000,2018-10-29
,PortAventura World,PARK,2019-08-12 10:00:00.000,2019-08-12 23:00:00.000,2019-08-13 07:46:52.000,2019-08-12
,PortAventura World,PARK,2019-12-30 09:00:00.000,2019-12-30 22:00:00.000,2019-12-31 07:29:28.000,2019-12-30
,PortAventura World,PARK,2019-04-23 10:00:00.000,2019-04-23 22:00:00.000,2019-04-24 08:33:12.000,2019-04-23
,PortAventura World,PARK,2018-10-30 08:30:00.000,2018-10-30 09:30:00.000,2018-10-31 07:57:56.000,2018-10-30
,Tivoli Gardens,PARK,2018-03-18 08:30:00.000,2018-03-18 09:30:00.000,2018-03-19 09:06:35.000,2018-03-18
,PortAventura World,PARK,2018-02-06 10:00:00.000,2018-02-06 20:00:00.000,2018-02-07 09:09:43.000,2018-02-06
,PortAventura World,PARK,2018-04-13 10:00:00.000,2018-04-13 22:00:00.000,2018-04-14 09:31:55.000,2018-04-13
,Tivoli Gardens,PARK,2018-04-02 10:00:00.000,2018-04-02 19:00:00.000,2018-04-03 07:45:55.000,2018-04-02
,Tivoli Gardens,PARK,2020-01-17 10:00:00.000,2020-01-17 18:30:00.000,2020-01-18 07:38:34.000,2020-01-17
,Tivoli Gardens,PARK,2019-04-18 08:30:00.000,2019-04-18 09:30:00.000,2019-04-19 08:06:23.000,2019-04-18
,Tivoli Gardens,PARK,2018-02-23 08:30:00.000,2018-02-23 09:30:00.000,2018-02-24 08:41:21.000,2018-02-23
,Tivoli Gardens,PARK,2018-02-07 08:30:00.000,2018-02-07 09:30:00.000,2018-02-08 08:56:59.000,2018-02-07
,Tivoli Gardens,PARK,2018-04-18 10:00:00.000,2018-04-18 19:00:00.000,2018-04-19 09:05:14.000,2018-04-18
,PortAventura World,PARK,2018-12-09 08:00:00.000,2018-12-09 09:00:00.000,2018-12-10 07:47:14.000,2018-12-09
,Tivoli Gardens,PARK,2019-01-18 08:30:00.000,2019-01-18 09:30:00.000,2019-01-19 09:09:32.000,2019-01-18
,Tivoli Gardens,PARK,2018-05-10 08:30:00.000,2018-05-10 09:30:00.000,2018-05-11 08:41:21.000,2018-05-10
,PortAventura World,PARK,2018-03-02 08:30:00.000,2018-03-02 09:30:00.000,2018-03-03 08:08:48.000,2018-03-02
,Tivoli Gardens,PARK,2018-12-16 08:00:00.000,2018-12-16 09:00:00.000,2018-12-17 07:13:21.000,2018-12-16
,Tivoli Gardens,PARK,2018-04-26 10:00:00.000,2018-04-26 19:00:00.000,2018-04-27 07:59:45.000,2018-04-26
,Tivoli Gardens,PARK,2022-07-19 09:30:00.000,2022-07-19 20:00:00.000,2022-07-20 07:33:43.000,2022-07-19
,Tivoli Gardens,PARK,2020-02-27 10:00:00.000,2020-02-27 19:30:00.000,2020-02-28 07:43:01.000,2020-02-27
,Tivoli Gardens,PARK,2022-04-29 08:30:00.000,2022-04-29 09:30:00.000,2022-04-30 09:49:21.000,2022-04-29
,PortAventura World,PARK,2022-04-20 09:30:00.000,2022-04-20 23:00:00.000,2022-04-21 08:17:42.000,2022-04-20
,Tivoli Gardens,PARK,2019-08-19 10:00:00.000,2019-08-19 20:00:00.000,2019-08-20 07:49:13.000,2019-08-19
,Tivoli Gardens,PARK,2022-04-23 09:30:00.000,2022-04-23 20:00:00.000,2022-04-24 09:16:11.000,2022-04-23
,Tivoli Gardens,PARK,2018-09-24 08:30:00.000,2018-09-24 09:30:00.000,2018-09-25 07:47:56.000,2018-09-24
,PortAventura World,PARK,2018-05-05 08:30:00.000,2018-05-05 09:30:00.000,2018-05-06 07:55:23.000,2018-05-05
,Tivoli Gardens,PARK,2018-05-21 10:00:00.000,2018-05-21 20:00:00.000,2018-05-22 08:48:04.000,2018-05-21
,Tivoli Gardens,PARK,2020-01-01 08:30:00.000,2020-01-01 09:30:00.000,2020-01-02 08:06:08.000,2020-01-01
,PortAventura World,PARK,2019-06-17 10:00:00.000,2019-06-17 23:00:00.000,2019-06-18 07:33:23.000,2019-06-17
,Tivoli Gardens,PARK,2019-12-08 08:00:00.000,2019-12-08 09:00:00.000,2019-12-09 07:33:58.000,2019-12-08
,Tivoli Gardens,PARK,2018-03-22 08:30:00.000,2018-03-22 09:30:00.000,2018-03-23 08:39:29.000,2018-03-22
,PortAventura World,PARK,2019-11-26 08:30:00.000,2019-11-26 09:30:00.000,2019-11-27 08:27:50.000,2019-11-26
,Tivoli Gardens,PARK,2019-09-14 10:00:00.000,2019-09-14 20:00:00.000,2019-09-15 08:55:49.000,2019-09-14
,PortAventura World,PARK,2019-10-30 10:00:00.000,2019-10-30 22:00:00.000,2019-10-31 08:05:19.000,2019-10-30
,Tivoli Gardens,PARK,2020-01-28 08:30:00.000,2020-01-28 09:30:00.000,2020-01-29 07:47:25.000,2020-01-28
,Tivoli Gardens,PARK,2018-07-25 10:00:00.000,2018-07-25 20:00:00.000,2018-07-26 07:38:27.000,2018-07-25
,PortAventura World,PARK,2018-01-04 08:00:00.000,2018-01-04 09:00:00.000,2018-01-05 08:03:27.000,2018-01-04
,Tivoli Gardens,PARK,2019-06-12 10:00:00.000,2019-06-12 19:00:00.000,2019-06-13 08:09:45.000,2019-06-12
,PortAventura World,PARK,2018-01-30 10:00:00.000,2018-01-30 19:00:00.000,2018-01-31 08:56:30.000,2018-01-30
,Tivoli Gardens,PARK,2018-06-06 08:30:00.000,2018-06-06 09:30:00.000,2018-06-07 08:00:41.000,2018-06-06
,PortAventura World,PARK,2018-08-01 10:00:00.000,2018-08-01 23:00:00.000,2018-08-02 08:16:02.000,2018-08-01
,PortAventura World,PARK,2019-10-08 10:00:00.000,2019-10-08 20:00:00.000,2019-10-09 07:42:02.000,2019-10-08
,Tivoli Gardens,PARK,2019-11-25 08:30:00.000,2019-11-25 09:30:00.000,2019-11-26 07:29:06.000,2019-11-25
,PortAventura World,PARK,2018-02-17 08:30:00.000,2018-02-17 09:30:00.000,2018-02-18 08:50:31.000,2018-02-17
,PortAventura World,PARK,2018-07-10 10:00:00.000,2018-07-10 23:00:00.000,2018-07-11 07:54:13.000,2018-07-10
,PortAventura World,PARK,2022-05-06 08:30:00.000,2022-05-06 09:30:00.000,2022-05-07 07:53:30.000,2022-05-06
,Tivoli Gardens,PARK,2020-01-23 08:30:00.000,2020-01-23 09:30:00.000,2020-01-24 07:46:41.000,2020-01-23
,PortAventura World,PARK,2018-03-05 10:00:00.000,2018-03-05 20:00:00.000,2018-03-06 08:37:47.000,2018-03-05
,Tivoli Gardens,PARK,2022-05-15 08:30:00.000,2022-05-15 09:30:00.000,2022-05-16 07:56:27.000,2022-05-15
,Tivoli Gardens,PARK,2019-06-15 10:00:00.000,2019-06-15 19:00:00.000,2019-06-16 08:19:48.000,2019-06-15
,PortAventura World,PARK,2019-06-03 08:30:00.000,2019-06-03 09:30:00.000,2019-06-04 07:51:36.000,2019-06-03
,Tivoli Gardens,PARK,2018-11-25 08:00:00.000,2018-11-25 09:00:00.000,2018-11-26 07:36:14.000,2018-11-25
,PortAventura World,PARK,2022-07-27 08:30:00.000,2022-07-27 09:30:00.000,2022-07-28 07:20:29.000,2022-07-27
,PortAventura World,PARK,2018-06-08 10:00:00.000,2018-06-08 23:00:00.000,2018-06-09 07:28:49.000,2018-06-08
,Tivoli Gardens,PARK,2022-08-02 00:00:00.000,2022-08-02 00:00:00.000,2022-08-03 08:11:42.000,2022-08-02
,Tivoli Gardens,PARK,2018-05-29 10:00:00.000,2018-05-29 18:00:00.000,2018-05-30 07:33:43.000,2018-05-29
,Tivoli Gardens,PARK,2018-12-05 08:30:00.000,2018-12-05 09:30:00.000,2018-12-06 08:16:55.000,2018-12-05
,PortAventura World,PARK,2020-01-15 08:30:00.000,2020-01-15 09:30:00.000,2020-01-16 07:48:56.000,2020-01-15
,PortAventura World,PARK,2018-10-29 10:00:00.000,2018-10-29 22:00:00.000,2018-10-30 08:31:28.000,2018-10-29
,Tivoli Gardens,PARK,2019-05-31 10:00:00.000,2019-05-31 20:00:00.000,2019-06-01 07:36:25.000,2019-05-31
,PortAventura World,PARK,2022-05-10 09:30:00.000,2022-05-10 23:00:00.000,2022-05-20 18:02:53.000,2022-05-10
,PortAventura World,PARK,2018-08-14 10:00:00.000,2018-08-14 23:00:00.000,2018-08-15 09:16:43.000,2018-08-14
,Tivoli Gardens,PARK,2018-08-30 10:00:00.000,2018-08-30 20:00:00.000,2018-08-31 08:29:35.000,2018-08-30
,PortAventura World,PARK,2022-06-04 08:30:00.000,2022-06-04 09:30:00.000,2022-06-05 08:22:19.000,2022-06-04
,Tivoli Gardens,PARK,2018-10-16 08:30:00.000,2018-10-16 09:30:00.000,2018-10-17 08:04:00.000,2018-10-16
,PortAventura World,PARK,2022-04-19 09:30:00.000,2022-04-19 23:00:00.000,2022-04-20 07:56:46.000,2022-04-19
,Tivoli Gardens,PARK,2019-06-28 10:00:00.000,2019-06-28 19:00:00.000,2019-06-29 07:47:19.000,2019-06-28
,Tivoli Gardens,PARK,2018-12-05 10:00:00.000,2018-12-05 18:00:00.000,2018-12-06 08:16:55.000,2018-12-05
,PortAventura World,PARK,2018-09-25 08:30:00.000,2018-09-25 09:30:00.000,2018-09-26 09:05:30.000,2018-09-25
,PortAventura World,PARK,2022-04-02 08:30:00.000,2022-04-02 09:30:00.000,2022-04-03 07:57:08.000,2022-04-02
,Tivoli Gardens,PARK,2018-03-18 10:00:00.000,2018-03-18 20:00:00.000,2018-03-19 09:06:35.000,2018-03-18
,PortAventura World,PARK,2018-07-11 10:00:00.000,2018-07-11 23:00:00.000,2018-07-12 08:52:11.000,2018-07-11
,Tivoli Gardens,PARK,2019-07-10 10:00:00.000,2019-07-10 20:00:00.000,2019-07-11 08:11:03.000,2019-07-10
,Tivoli Gardens,PARK,2018-03-19 08:30:00.000,2018-03-19 09:30:00.000,2018-03-20 08:26:00.000,2018-03-19
,Tivoli Gardens,PARK,2018-06-26 08:30:00.000,2018-06-26 09:30:00.000,2018-06-27 07:55:37.000,2018-06-26
,Tivoli Gardens,PARK,2018-08-03 10:00:00.000,2018-08-03 20:00:00.000,2018-08-04 07:47:43.000,2018-08-03
,PortAventura World,PARK,2019-09-17 10:00:00.000,2019-09-17 20:30:00.000,2019-09-18 07:35:59.000,2019-09-17
,PortAventura World,PARK,2018-04-12 08:30:00.000,2018-04-12 09:30:00.000,2018-04-13 08:44:02.000,2018-04-12
,PortAventura World,PARK,2018-03-13 08:30:00.000,2018-03-13 09:30:00.000,2018-03-14 08:15:24.000,2018-03-13
,PortAventura World,PARK,2019-09-02 10:00:00.000,2019-09-02 21:00:00.000,2019-09-03 07:59:05.000,2019-09-02
,PortAventura World,PARK,2018-11-30 08:30:00.000,2018-11-30 09:30:00.000,2018-12-01 08:34:34.000,2018-11-30
,PortAventura World,PARK,2022-07-21 09:30:00.000,2022-07-21 23:00:00.000,2022-07-22 07:38:41.000,2022-07-21
,PortAventura World,PARK,2019-08-11 10:00:00.000,2019-08-11 23:00:00.000,2019-08-12 08:06:21.000,2019-08-11
,PortAventura World,PARK,2018-06-02 10:00:00.000,2018-06-02 23:00:00.000,2018-06-03 08:36:48.000,2018-06-02
,PortAventura World,PARK,2019-05-11 08:30:00.000,2019-05-11 09:30:00.000,2019-05-12 07:38:27.000,2019-05-11
,PortAventura World,PARK,2019-04-12 10:00:00.000,2019-04-12 22:00:00.000,2019-04-13 07:52:49.000,2019-04-12
,Tivoli Gardens,PARK,2019-03-18 10:00:00.000,2019-03-18 18:00:00.000,2019-03-19 07:46:34.000,2019-03-18
,Tivoli Gardens,PARK,2018-03-01 10:00:00.000,2018-03-01 20:00:00.000,2018-03-02 08:54:31.000,2018-03-01
,Tivoli Gardens,PARK,2018-05-01 10:00:00.000,2018-05-01 20:00:00.000,2018-05-02 07:47:08.000,2018-05-01
,Tivoli Gardens,PARK,2019-01-17 10:00:00.000,2019-01-17 18:30:00.000,2019-01-18 09:06:06.000,2019-01-17
,Tivoli Gardens,PARK,2019-11-14 08:30:00.000,2019-11-14 09:30:00.000,2019-11-15 08:31:43.000,2019-11-14
,PortAventura World,PARK,2019-04-13 10:00:00.000,2019-04-13 22:00:00.000,2019-04-14 08:51:35.000,2019-04-13
,Tivoli Gardens,PARK,2019-12-11 08:30:00.000,2019-12-11 09:30:00.000,2019-12-12 09:08:25.000,2019-12-11
,PortAventura World,PARK,2020-01-08 08:30:00.000,2020-01-08 09:30:00.000,2020-01-09 08:06:58.000,2020-01-08
,Tivoli Gardens,PARK,2019-12-14 08:00:00.000,2019-12-14 09:00:00.000,2019-12-15 08:33:51.000,2019-12-14
,Tivoli Gardens,PARK,2019-04-21 08:30:00.000,2019-04-21 09:30:00.000,2019-04-22 07:30:10.000,2019-04-21
,PortAventura World,PARK,2019-01-15 08:30:00.000,2019-01-15 09:30:00.000,2019-01-16 09:20:44.000,2019-01-15
,Tivoli Gardens,PARK,2019-01-24 10:00:00.000,2019-01-24 18:30:00.000,2019-01-25 07:58:28.000,2019-01-24
,PortAventura World,PARK,2019-04-08 08:30:00.000,2019-04-08 09:30:00.000,2019-04-09 07:45:32.000,2019-04-08
,PortAventura World,PARK,2018-08-31 08:30:00.000,2018-08-31 09:30:00.000,2018-09-01 08:08:31.000,2018-08-31
,Tivoli Gardens,PARK,2018-09-21 08:30:00.000,2018-09-21 09:30:00.000,2018-09-22 08:46:21.000,2018-09-21
,Tivoli Gardens,PARK,2020-02-13 10:00:00.000,2020-02-13 19:00:00.000,2020-02-14 07:49:18.000,2020-02-13
,PortAventura World,PARK,2019-07-04 08:30:00.000,2019-07-04 09:30:00.000,2019-07-05 07:36:05.000,2019-07-04
,Tivoli Gardens,PARK,2018-06-21 10:00:00.000,2018-06-21 19:00:00.000,2018-06-22 07:38:37.000,2018-06-21
,PortAventura World,PARK,2018-11-02 08:30:00.000,2018-11-02 09:30:00.000,2018-11-03 07:59:51.000,2018-11-02
,Tivoli Gardens,PARK,2018-10-02 10:00:00.000,2018-10-02 18:00:00.000,2018-10-03 07:48:39.000,2018-10-02
,Tivoli Gardens,PARK,2019-04-16 08:30:00.000,2019-04-16 09:30:00.000,2019-04-17 07:33:27.000,2019-04-16
,Tivoli Gardens,PARK,2019-06-17 08:30:00.000,2019-06-17 09:30:00.000,2019-06-18 07:33:24.000,2019-06-17
,PortAventura World,PARK,2020-02-26 08:30:00.000,2020-02-26 09:30:00.000,2020-02-27 07:43:42.000,2020-02-26
,Tivoli Gardens,PARK,2019-06-10 10:00:00.000,2019-06-10 19:00:00.000,2019-06-11 07:50:48.000,2019-06-10
,PortAventura World,PARK,2019-12-10 10:00:00.000,2019-12-10 19:00:00.000,2019-12-11 07:42:09.000,2019-12-10
,PortAventura World,PARK,2018-08-30 08:30:00.000,2018-08-30 09:30:00.000,2018-08-31 08:29:34.000,2018-08-30
,PortAventura World,PARK,2018-05-03 10:00:00.000,2018-05-03 22:00:00.000,2018-05-04 07:51:06.000,2018-05-03
,Tivoli Gardens,PARK,2019-09-15 08:30:00.000,2019-09-15 09:30:00.000,2019-09-16 07:44:37.000,2019-09-15
,PortAventura World,PARK,2018-04-27 08:30:00.000,2018-04-27 09:30:00.000,2018-04-28 08:41:20.000,2018-04-27
,Tivoli Gardens,PARK,2022-06-11 08:30:00.000,2022-06-11 09:30:00.000,2022-06-12 08:52:34.000,2022-06-11
,Tivoli Gardens,PARK,2022-07-15 09:30:00.000,2022-07-15 20:00:00.000,2022-07-16 08:11:31.000,2022-07-15
,PortAventura World,PARK,2018-11-28 08:30:00.000,2018-11-28 09:30:00.000,2018-11-29 08:09:20.000,2018-11-28
,PortAventura World,PARK,2019-09-09 10:00:00.000,2019-09-09 21:00:00.000,2019-09-10 07:46:51.000,2019-09-09
,PortAventura World,PARK,2019-08-11 08:30:00.000,2019-08-11 09:30:00.000,2019-08-12 08:06:21.000,2019-08-11
,Tivoli Gardens,PARK,2022-05-15 09:30:00.000,2022-05-15 20:00:00.000,2022-05-16 07:56:27.000,2022-05-15
,PortAventura World,PARK,2018-04-25 10:00:00.000,2018-04-25 22:00:00.000,2018-04-26 08:21:01.000,2018-04-25
,PortAventura World,PARK,2019-03-03 10:00:00.000,2019-03-03 20:00:00.000,2019-03-04 07:09:35.000,2019-03-03
,Tivoli Gardens,PARK,2019-05-23 08:30:00.000,2019-05-23 09:30:00.000,2019-05-24 07:43:41.000,2019-05-23
,Tivoli Gardens,PARK,2019-09-05 08:30:00.000,2019-09-05 09:30:00.000,2019-09-06 08:18:23.000,2019-09-05
,PortAventura World,PARK,2018-03-14 08:30:00.000,2018-03-14 09:30:00.000,2018-03-15 07:56:39.000,2018-03-14
,Tivoli Gardens,PARK,2022-06-25 09:30:00.000,2022-06-25 20:00:00.000,2022-06-26 08:26:00.000,2022-06-25
,PortAventura World,PARK,2019-10-29 08:30:00.000,2019-10-29 09:30:00.000,2019-10-30 08:00:20.000,2019-10-29
,PortAventura World,PARK,2019-03-20 10:00:00.000,2019-03-20 20:00:00.000,2019-03-21 07:41:36.000,2019-03-20
,Tivoli Gardens,PARK,2018-06-17 10:00:00.000,2018-06-17 20:00:00.000,2018-06-18 07:25:12.000,2018-06-17
,PortAventura World,PARK,2019-12-05 10:00:00.000,2019-12-05 19:00:00.000,2019-12-06 07:49:42.000,2019-12-05
,Tivoli Gardens,PARK,2018-10-21 10:00:00.000,2018-10-21 20:00:00.000,2018-10-22 07:30:42.000,2018-10-21
,PortAventura World,PARK,2019-05-30 08:30:00.000,2019-05-30 09:30:00.000,2019-05-31 07:38:41.000,2019-05-30
,Tivoli Gardens,PARK,2019-03-13 08:30:00.000,2019-03-13 09:30:00.000,2019-03-14 07:46:41.000,2019-03-13
,PortAventura World,PARK,2019-03-11 08:30:00.000,2019-03-11 09:30:00.000,2019-03-12 08:02:25.000,2019-03-11
,PortAventura World,PARK,2022-07-12 08:30:00.000,2022-07-12 09:30:00.000,2022-07-13 07:51:39.000,2022-07-12
,PortAventura World,PARK,2022-04-15 08:30:00.000,2022-04-15 09:30:00.000,2022-04-16 08:08:16.000,2022-04-15
,PortAventura World,PARK,2019-09-19 10:00:00.000,2019-09-19 20:30:00.000,2019-09-20 07:49:00.000,2019-09-19
,PortAventura World,PARK,2018-12-17 10:00:00.000,2018-12-17 19:00:00.000,2018-12-18 07:41:06.000,2018-12-17
,Tivoli Gardens,PARK,2019-05-16 10:00:00.000,2019-05-16 19:00:00.000,2019-05-17 07:41:09.000,2019-05-16
,Tivoli Gardens,PARK,2022-06-23 09:30:00.000,2022-06-23 20:00:00.000,2022-06-24 08:34:32.000,2022-06-23
,PortAventura World,PARK,2019-05-23 08:30:00.000,2019-05-23 09:30:00.000,2019-05-24 07:43:41.000,2019-05-23
,PortAventura World,PARK,2019-10-27 08:30:00.000,2019-10-27 09:30:00.000,2019-10-28 08:10:49.000,2019-10-27
,PortAventura World,PARK,2020-02-27 10:00:00.000,2020-02-27 20:00:00.000,2020-02-28 07:43:00.000,2020-02-27
,Tivoli Gardens,PARK,2018-09-15 10:00:00.000,2018-09-15 20:00:00.000,2018-09-16 08:38:58.000,2018-09-15
,Tivoli Gardens,PARK,2018-09-01 10:00:00.000,2018-09-01 20:00:00.000,2018-09-02 08:32:08.000,2018-09-01
,Tivoli Gardens,PARK,2018-10-27 10:00:00.000,2018-10-27 20:00:00.000,2018-10-28 08:16:27.000,2018-10-27
,PortAventura World,PARK,2022-06-12 08:30:00.000,2022-06-12 09:30:00.000,2022-06-13 12:05:34.000,2022-06-12
,Tivoli Gardens,PARK,2019-07-05 10:00:00.000,2019-07-05 19:00:00.000,2019-07-06 07:25:42.000,2019-07-05
,PortAventura World,PARK,2018-12-15 08:00:00.000,2018-12-15 09:00:00.000,2018-12-16 07:38:22.000,2018-12-15
,Tivoli Gardens,PARK,2019-03-31 10:00:00.000,2019-03-31 18:00:00.000,2019-04-01 07:26:15.000,2019-03-31
,Tivoli Gardens,PARK,2019-09-07 10:00:00.000,2019-09-07 20:00:00.000,2019-09-08 08:18:31.000,2019-09-07
,PortAventura World,PARK,2018-03-12 10:00:00.000,2018-03-12 20:00:00.000,2018-03-13 09:03:21.000,2018-03-12
,PortAventura World,PARK,2018-05-20 10:00:00.000,2018-05-20 23:00:00.000,2018-05-21 07:44:49.000,2018-05-20
,Tivoli Gardens,PARK,2019-09-04 10:00:00.000,2019-09-04 18:00:00.000,2019-09-05 08:21:47.000,2019-09-04
,Tivoli Gardens,PARK,2018-10-19 08:30:00.000,2018-10-19 09:30:00.000,2018-10-20 07:36:24.000,2018-10-19
,Tivoli Gardens,PARK,2019-08-28 10:00:00.000,2019-08-28 20:00:00.000,2019-08-29 09:04:13.000,2019-08-28
,PortAventura World,PARK,2019-05-28 08:30:00.000,2019-05-28 09:30:00.000,2019-05-29 09:05:53.000,2019-05-28
,Tivoli Gardens,PARK,2018-05-28 08:30:00.000,2018-05-28 09:30:00.000,2018-05-29 07:44:21.000,2018-05-28
,PortAventura World,PARK,2022-05-23 09:30:00.000,2022-05-23 23:00:00.000,2022-05-24 07:44:14.000,2022-05-23
,Tivoli Gardens,PARK,2018-06-09 10:00:00.000,2018-06-09 19:00:00.000,2018-06-10 07:28:35.000,2018-06-09
,PortAventura World,PARK,2019-08-10 10:00:00.000,2019-08-10 23:00:00.000,2019-08-11 08:17:21.000,2019-08-10
,Tivoli Gardens,PARK,2020-01-07 10:00:00.000,2020-01-07 18:00:00.000,2020-01-08 07:28:24.000,2020-01-07
,PortAventura World,PARK,2022-04-26 08:30:00.000,2022-04-26 09:30:00.000,2022-04-27 09:06:03.000,2022-04-26
,Tivoli Gardens,PARK,2018-12-18 08:30:00.000,2018-12-18 09:30:00.000,2018-12-19 09:46:48.000,2018-12-18
,Tivoli Gardens,PARK,2022-05-06 08:30:00.000,2022-05-06 09:30:00.000,2022-05-07 07:53:31.000,2022-05-06
,PortAventura World,PARK,2018-12-21 08:30:00.000,2018-12-21 09:30:00.000,2018-12-22 07:52:15.000,2018-12-21
,PortAventura World,PARK,2018-03-17 10:00:00.000,2018-03-17 22:00:00.000,2018-03-18 09:17:05.000,2018-03-17
,Tivoli Gardens,PARK,2019-05-28 10:00:00.000,2019-05-28 18:00:00.000,2019-05-29 09:05:54.000,2019-05-28
,PortAventura World,PARK,2019-10-25 08:30:00.000,2019-10-25 09:30:00.000,2019-10-26 08:25:28.000,2019-10-25
,PortAventura World,PARK,2018-10-23 10:00:00.000,2018-10-23 22:00:00.000,2018-10-24 07:46:02.000,2018-10-23
,Tivoli Gardens,PARK,2018-05-02 08:30:00.000,2018-05-02 09:30:00.000,2018-05-03 09:15:52.000,2018-05-02
,Tivoli Gardens,PARK,2020-01-08 10:00:00.000,2020-01-08 18:00:00.000,2020-01-09 08:06:58.000,2020-01-08
,Tivoli Gardens,PARK,2019-06-30 10:00:00.000,2019-06-30 20:00:00.000,2019-07-01 07:27:27.000,2019-06-30
,PortAventura World,PARK,2018-06-26 08:30:00.000,2018-06-26 09:30:00.000,2018-06-27 07:55:36.000,2018-06-26
,Tivoli Gardens,PARK,2018-07-03 10:00:00.000,2018-07-03 19:00:00.000,2018-07-04 07:38:17.000,2018-07-03
,PortAventura World,PARK,2019-06-07 08:30:00.000,2019-06-07 09:30:00.000,2019-06-08 07:47:29.000,2019-06-07
,Tivoli Gardens,PARK,2018-05-16 10:00:00.000,2018-05-16 19:00:00.000,2018-05-17 08:42:43.000,2018-05-16
,Tivoli Gardens,PARK,2022-04-05 09:30:00.000,2022-04-05 20:00:00.000,2022-04-06 08:50:39.000,2022-04-05
,PortAventura World,PARK,2020-01-25 10:00:00.000,2020-01-25 20:00:00.000,2020-01-26 07:58:32.000,2020-01-25
,PortAventura World,PARK,2018-11-21 10:00:00.000,2018-11-21 19:00:00.000,2018-11-22 07:58:33.000,2018-11-21
,PortAventura World,PARK,2019-11-01 10:00:00.000,2019-11-01 22:00:00.000,2019-11-02 08:04:29.000,2019-11-01
,Tivoli Gardens,PARK,2018-06-18 08:30:00.000,2018-06-18 09:30:00.000,2018-06-19 08:11:00.000,2018-06-18
,PortAventura World,PARK,2019-02-07 10:00:00.000,2019-02-07 19:00:00.000,2019-02-08 07:35:59.000,2019-02-07
,Tivoli Gardens,PARK,2019-03-10 10:00:00.000,2019-03-10 19:30:00.000,2019-03-11 07:28:30.000,2019-03-10
,Tivoli Gardens,PARK,2019-12-09 10:00:00.000,2019-12-09 18:00:00.000,2019-12-10 07:45:37.000,2019-12-09
,Tivoli Gardens,PARK,2020-02-16 08:30:00.000,2020-02-16 09:30:00.000,2020-02-17 07:27:33.000,2020-02-16
,PortAventura World,PARK,2019-07-07 08:30:00.000,2019-07-07 09:30:00.000,2019-07-08 07:32:53.000,2019-07-07
,Tivoli Gardens,PARK,2019-12-07 08:00:00.000,2019-12-07 09:00:00.000,2019-12-08 07:36:51.000,2019-12-07
,PortAventura World,PARK,2018-07-04 10:00:00.000,2018-07-04 23:00:00.000,2018-07-05 08:41:55.000,2018-07-04
,PortAventura World,PARK,2018-07-02 08:30:00.000,2018-07-02 09:30:00.000,2018-07-03 07:48:03.000,2018-07-02
,PortAventura World,PARK,2022-04-10 09:30:00.000,2022-04-10 23:00:00.000,2022-04-11 07:51:32.000,2022-04-10
